case_id,archive_path,bytes,sha256
synthetic_004498,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004498.wav,169004,c548940a017d04c8a17f6a9a00f36f16fe5102ce1e64e5ac35439ff2a2a1b074
synthetic_004503,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004503.wav,184364,832a6b375b25ea6d0a17f0a790dd0098154efb0fa1c2700cb4324f80aa93d70e
synthetic_004516,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004516.wav,161324,1cf6de2b97237c28b3da2d165cc47875b05eb418ec90c68b17c0d256443cf178
synthetic_004539,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004539.wav,184364,bafad0051dc71997256b86ff67a71eb93d362dccb2d8ef409cf042e2d0573bc7
synthetic_004558,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004558.wav,261164,b0223b9e63d3b415ea840b512ad8485abbbb46e1097bdcf7788dc696d1e05452
synthetic_004578,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004578.wav,238124,daa50096b20d2044b492e8d2c18c63a046c48e681284e2620a495bfab48aaaaf
synthetic_004583,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004583.wav,207404,b8fc1a9252ac4831bcecbb42729bc9eb3edb58b8553e4fde431b4bbc2402234b
synthetic_004585,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004585.wav,153644,bf29438f2730c2601c6d40151e55ad7edf5603cac886246786fccdb39bc561ea
synthetic_004613,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004613.wav,169004,c56d84b065430bde9b9cf51cd5d8c7bf3b75aab3277f7d51244d6b60654d6630
synthetic_004662,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004662.wav,192044,c73f660d94174b1b9407a68d3c4105088fe9cf373b419917605eb4e9ccb39613
synthetic_004679,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004679.wav,199724,15ae5ef3f5cefa16c825e9eb89aa590a9b786e24529c310b0e9549c633620a53
synthetic_004701,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004701.wav,176684,c3abc2f9cc94cdf72d004bbd919256fc41864a58933f17f0285df04c4144dc6b
synthetic_004707,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004707.wav,169004,e45ede761ef6489bfbdb0718b0aa58c1ba436a0d98d27e2252cc86ba96a1f235
synthetic_004710,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004710.wav,169004,b6ddb07f9e561b3b82b7fac8dd3fcf237a27052e6dc449964820f30a4258c9c9
synthetic_004733,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004733.wav,176684,82541ac0310bd447920ccd918682d47c43871a6f49af6a47247eb75bf9578196
synthetic_004736,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004736.wav,184364,2e98f6a964d6f2f99ab9ef8970179bcba60c7a6b9019347ab78481724adc030c
synthetic_004737,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004737.wav,184364,4ef015fbf8755039002c42c8349002d8ddc09fbace2fa0f9d799b9e1578448d5
synthetic_004747,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004747.wav,222764,692606abe9a7e1cb901a69dcd67b38a202bb44f00c73ca240a7f37ef51a27671
synthetic_004765,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004765.wav,145964,144bb6511bbc7dc1a44868a032b049c837849f54f2f35af7234d7f37f8b4f3e5
synthetic_004771,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004771.wav,176684,627b49830d18653372efa67e91c523237f79a3ca6703b166a93500e34bd0ac63
synthetic_004802,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004802.wav,176684,af26739d64c51bc505d25b1779baac071a3fa84c07a9690e3b604795f4ecf349
synthetic_004806,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004806.wav,161324,05770e712912164446551f033b0bc9abb34d829113f1e21c01db565ce63ba0fe
synthetic_004820,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004820.wav,199724,1927e72638d1a8bc83ad46a81e4fecbd9612aa639359ff56e4ed91f2b61b37f5
synthetic_004821,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004821.wav,184364,33512ff6337f7b8ec1a70b929443b30c650ab501914769fe2ad8b48ac501af35
synthetic_004831,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004831.wav,184364,fb656f90068736b00fe903083985645e9f06d60985ae500f20360f2955d12645
synthetic_004844,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004844.wav,199724,9c755284689e213736061579a2c3ac9bd783ff01bf44eff57f155e2878dc55b2
synthetic_004906,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004906.wav,192044,88838d9fb60bc62ff745f45859f3cc24d6dcec734f1c65a67eabec6a2c1c2af8
synthetic_004909,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004909.wav,215084,20bcd4cf4737864dde3082c14eeec51aeb409d31d40bdda35cdfb7660830e9c6
synthetic_004926,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004926.wav,169004,2ea0559290639da352527db2e45cad3ad9108d70aa1a8fbf915d31820158bcb6
synthetic_004931,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004931.wav,184364,a7c847201e964f496b9fc558b6f68f0489d76d752e67981e1c609c41f8b67a36
synthetic_004940,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004940.wav,184364,2e874782dca7cd03da7bf3c7cecc1ff8e3cf10fe126652b19fcfbd3cdb6b7648
synthetic_004942,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004942.wav,138284,9adfc47af19b69608a8b96258c6b388fba90fba683e195182e96bf20a675705f
synthetic_004946,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004946.wav,199724,9ef48eff2df188f250d2c314deb57fdbbfb83b2489638b0f77030d7fbaa28f67
synthetic_004948,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004948.wav,130604,ce18485b0da367e6353fb194ba4a454a60f324dedadbe72cdb2e2a1e18dc551a
synthetic_004955,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004955.wav,184364,a5fd7b4dc8d2c328e39ba1c65a78097b776c31a21b2d3e700f7b1e7110e1c9d7
synthetic_004960,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004960.wav,161324,90f302237f3f6f74b89f6ef9f47010f6734ebb97cfefd46843c143b30f407f43
synthetic_004973,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004973.wav,161324,69beb0fe1208eefc66562ae3f017bf199cef9e973c086b2f4e39f0b68c33b864
synthetic_004984,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004984.wav,169004,19a99b28b7ca4759c1aeb5e6a8f17dbd8327af3189146fd432832a545815fca7
synthetic_004985,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004985.wav,215084,7854a7309efab254cee05a5ac70a30fd733433f3530f89fb73992a34c1fda9b4
synthetic_004989,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004989.wav,138284,14e0035373f2da793243018ee62bb18a3fce25948f729bea2feeed40b5af950b
synthetic_004997,audio/mimo_v25_tts_p1p2_200/raw/synthetic_004997.wav,130604,8521d35878f31ac907e73eba8d2190f9ccb4d18cebc40f5c24039a4958b98c3b
